duplicate_content_group,audio_sha256,sample_id,source_row_index,audio_path_raw,speaker_id,accent,emotion,emotion_id,gender,metadata_conflict,conflicting_fields
dup_0266,efb2c77892cd0f907aad7a0d79613807c6a9f0c275bb6ec6cb007e7aa5215f6f,visec_hf_004856,4856,04856.wav,32,south,happy,0,female,False,
dup_0218,bc66baca8eceaa7d54314dc64e35479262b7294fa163701348e56b1983a75da8,visec_hf_004874,4874,04874.wav,25,north,happy,0,male,False,
dup_0238,d2c028ca639ad95baaa2bd3cd9ceefcfd44decb73d7b0faa2fe60be3595420d5,visec_hf_004887,4887,04887.wav,54,north,sad,2,female,False,
dup_0118,684f0cd66895902befe5779d14d16eb90c000d6e2a3b308820cdfa8ad1a65137,visec_hf_004888,4888,04888.wav,14,north,happy,0,male,False,
dup_0252,e4b946550d5664b85808f52811777fa746fcb58615751ffc7858e9605a02d549,visec_hf_004896,4896,04896.wav,2,south,happy,0,female,False,
dup_0010,0d01b54b6a6d6702723de1b4e90ed7361047ad5cf0b6f7fe62c50b1aba404531,visec_hf_004898,4898,04898.wav,29,north,happy,0,female,False,
dup_0220,bd21d2b081e6e448bdc4bec591c34c9e0501c0eee07afb7ec59c99eec3dbd85c,visec_hf_004908,4908,04908.wav,44,south,sad,2,female,False,
dup_0110,6433c05b0a6697770b5d2ebcfb38cf353f680a869d3328e94f73927be3c5d31e,visec_hf_004909,4909,04909.wav,12,north,happy,0,male,False,
dup_0164,8d6f485b3eecf2492badf32153d40c67e3eca931ad02098b5f96c895bf0724fe,visec_hf_004917,4917,04917.wav,92,central,happy,0,female,False,
dup_0176,9276fc57e18df2301716efae052f4d59520aa03fe2331e5cd678d830f629dad5,visec_hf_004946,4946,04946.wav,6,central,happy,0,female,False,
dup_0128,6d26f020ac746fe6bf98aae1e35c7f4c5cf25244fe4e67fcda315c7ba2d228a8,visec_hf_004948,4948,04948.wav,38,south,happy,0,male,False,
dup_0157,88acdf6e44c4db8d8d942781fbc04a5b3493fb6db47a91d04aed247f2c7d6017,visec_hf_004967,4967,04967.wav,101,central,happy,0,male,False,
dup_0089,52de1fadac9ae797dc4f8fd202fa01ac3249a4a6518ecf9fef73be40b4b4698e,visec_hf_004970,4970,04970.wav,25,north,sad,2,male,True,speaker_id
dup_0062,41e3d324d65b1eadd154ec8b83f234264c8a7b5bd383e3a4dbcf40f6a1ac1c3c,visec_hf_004973,4973,04973.wav,27,north,happy,0,male,False,
dup_0219,bc96aa2c54dcc86ba5518026ff655cce9cf4f61ee71429f5aef6ff398d9b1b5d,visec_hf_004977,4977,04977.wav,3,north,happy,0,female,False,
dup_0155,86843bea90de87f50c77a78a7972ebe6397e760ccd641d897cb375839ad2e0f2,visec_hf_004980,4980,04980.wav,26,north,happy,0,male,False,
dup_0052,3c1c2733a53e5584e2d66302c4b77559b2e7572c10a84f248959ac615bf685f3,visec_hf_004990,4990,04990.wav,60,north,happy,0,female,False,
dup_0256,e8011e5b52c40432021663277da28abd0fb1e5c3daa8c1bdb70be0eb795086da,visec_hf_004996,4996,04996.wav,39,south,happy,0,female,False,
dup_0070,486284f44545f54501ff62d9dbf58c87634b3c106ad4128481dc5f6cf4a83a26,visec_hf_005012,5012,05012.wav,69,central,happy,0,male,False,
dup_0223,c24946431a28484eba403a768497f6f9172758d49c81f722d2396831932e86db,visec_hf_005027,5027,05027.wav,39,south,happy,0,female,False,
dup_0046,3399d3a990f5628854aece4cc1493fe29ba58b59c69e72d9b5881e4af3a63def,visec_hf_005041,5041,05041.wav,54,north,happy,0,female,False,
dup_0045,301d54665a0c4a94842b675513f1755cd778c2222a992b94fb48a7a5da1cec8a,visec_hf_005042,5042,05042.wav,87,north,happy,0,male,False,
dup_0145,7eb68b79bcfd8d9dc6d659f42558f70554a05c9d4c9d1d42f5a1eddc91121af3,visec_hf_005089,5089,05089.wav,16,north,happy,0,female,False,
dup_0011,0ddf2b31508ae1a70b46a5a01eda1471eed6b9502143fd6681e220e9c75f071d,visec_hf_005105,5105,05105.wav,14,north,happy,0,male,False,
dup_0102,5ea892d4d3b9dbe0bebee976db17a90413b314dc3c012ecfc9ecec0ac09050d4,visec_hf_005107,5107,05107.wav,50,north,happy,0,male,False,
dup_0159,8990f11a7cd756684a96570a59e62ee82130bb50969195a47dcbcf13a3b66642,visec_hf_005108,5108,05108.wav,54,north,sad,2,female,False,
dup_0032,219a7390ed25a6cc81031fd0984da98ac2f93a473d52d1c7a399f38bd734de0a,visec_hf_005113,5113,05113.wav,97,south,sad,2,male,False,
dup_0260,eb5fc959881fa70c4130ccbbebfbc7dd9287583f58b724ee51596e646a7be806,visec_hf_005118,5118,05118.wav,12,north,happy,0,male,False,
dup_0046,3399d3a990f5628854aece4cc1493fe29ba58b59c69e72d9b5881e4af3a63def,visec_hf_005154,5154,05154.wav,54,north,happy,0,female,False,
dup_0163,8c54358252e8a1d35bafe4f22c3c01af3c879c94e034738681f50c4a4f8627f3,visec_hf_005182,5182,05182.wav,14,north,happy,0,male,False,
dup_0244,db373f0c220634897e956b17b9d5cb06d0fa6e2301d7d903485899ba92be3a39,visec_hf_005186,5186,05186.wav,97,south,happy,0,male,False,
dup_0195,a3907430fc2cbce4115c5046c682d1c7539ac296d0ac47be0e1739ff161f988c,visec_hf_005192,5192,05192.wav,15,south,happy,0,male,False,
dup_0007,0933050a52fb0533b4200a8f0fa7b6d1340bb179994d530425b5c124adbda2d6,visec_hf_005196,5196,05196.wav,6,central,happy,0,female,False,
dup_0200,a914cf25ea80a351c499ded72caa023fd48737e14a5e86dda1cecc928e73924b,visec_hf_005204,5204,05204.wav,60,north,happy,0,female,False,
dup_0234,d075e51abe65fe0e59e9536d31c5efb058e5ab0abd1f2349028439e1a8c1f548,visec_hf_005207,5207,05207.wav,4,south,happy,0,male,False,
dup_0168,902806d7fd89116a26a36afee13b35b6a4f3982c39ac4cbd099937f69ec33253,visec_hf_005242,5242,05242.wav,44,south,happy,0,female,False,
dup_0185,9a91f822ba5d249dad9c00043166a781188d0219dffe6034b12300c79bb1284f,visec_hf_005250,5250,05250.wav,6,central,happy,0,female,False,
dup_0098,5adca6baeba36812370cada22f528069cd79f0409ab2c0998d3a30c85e4fdcd6,visec_hf_005251,5251,05251.wav,92,central,happy,0,female,False,
dup_0101,5c6608216d5452a883136f3b787ab1a2b605e3f82f7c60d71dfede11b152af80,visec_hf_005261,5261,05261.wav,50,north,sad,2,male,True,speaker_id
dup_0172,91de4637a21a9b497d21830d096d3ae8f99605b3c1f56324f4c48a5701b0ab9a,visec_hf_005273,5273,05273.wav,87,north,happy,0,male,False,

